order_no,issued_date,closes_area,closure_type,closes_edit
PTN-2010-78,2010-03-02,"Area 12 to 29, except 13-1 to 13-12, 13-14 to 13-17, 14-5, 14-8 and14-15, 15-4, portion of 15-5 south of a line West Redonda Island, 16-16, 17-20, 18-1)",biotoxins,"area   except 13~1, 13~2, 13~3, 13~4, 13~5, 13~6, 13~7, 13~8, 13~9, 13~10, 13~11, 13~12  13~14, 13~15, 13~16, 13~17  14~5  14~8 and14~15  15~4  portion of 15~5 south of a line west redonda island  16~16  17~20  18~1)"
PTN-2010-79,2010-03-02,SA 16-5 to 16-16,biotoxins,"sa 16~5, 16~6, 16~7, 16~8, 16~9, 16~10, 16~11, 16~12, 16~13, 16~14, 16~15, 16~16"
PTN-2010-8,2010-01-08,"SA 23-4 to 23-6 (except Useless Inlet), 23-7 to 23-11",biotoxins,"sa 23~4, 23~5, 23~6 ()  23~7, 23~8, 23~9, 23~10, 23~11"
PTN-2010-80,2010-03-04,Area 23 except 23-4 to 23-11,biotoxins,"area 23 except 23~4, 23~5, 23~6, 23~7, 23~8, 23~9, 23~10, 23~11"
PTN-2010-82,2010-03-04,Area 24 except 24-2 to 24-14,biotoxins,"area 24 except 24~2, 24~3, 24~4, 24~5, 24~6, 24~7, 24~8, 24~9, 24~10, 24~11, 24~12, 24~13, 24~14"
PTN-2010-83,2010-03-04,"SA 24-2 to 24-7, 24-9 to 24-24-14",biotoxins,"sa 24~2, 24~3, 24~4, 24~5, 24~6, 24~7  24~9, 24~10, 24~11, 24~12, 24~13, 24~14, 24~15, 24~16, 24~17, 24~18, 24~19, 24~20, 24~21, 24~22, 24~23, 24~24~14"
PTN-2010-84,2010-03-11,Area 23 except 23-3 to 23-11,biotoxins,"area 23 except 23~3, 23~4, 23~5, 23~6, 23~7, 23~8, 23~9, 23~10, 23~11"
PTN-2010-85,2010-03-11,SA 23-3 to 23-11,biotoxins,"sa 23~3, 23~4, 23~5, 23~6, 23~7, 23~8, 23~9, 23~10, 23~11"
PTN-2010-86,2010-03-11,Area 24 except 24-2 to 24-14,biotoxins,"area 24 except 24~2, 24~3, 24~4, 24~5, 24~6, 24~7, 24~8, 24~9, 24~10, 24~11, 24~12, 24~13, 24~14"
PTN-2010-87,2010-03-11,SA 24-2 to 24-14,biotoxins,"sa 24~2, 24~3, 24~4, 24~5, 24~6, 24~7, 24~8, 24~9, 24~10, 24~11, 24~12, 24~13, 24~14"
PTN-2010-88,2010-03-15,"Areas 3-10 except 7-15, 7-17, 7-18, 7-22 to 7-24, 7-27 and 7-28",biotoxins,"areas 3~10 except 7~15  7~17  7~18  7~22, 7~23, 7~24  7~27 and 7~28"
PTN-2010-94,2010-03-19,"Area 12 to 29, except 13-1 to 13-12, 13-14 to 13-17, 14-5, 14-8 and14-15, 15-4, 15-5, 16-16, 17-20, 18-1, 23-6)",biotoxins,"area   except 13~1, 13~2, 13~3, 13~4, 13~5, 13~6, 13~7, 13~8, 13~9, 13~10, 13~11, 13~12  13~14, 13~15, 13~16, 13~17  14~5  14~8 and14~15  15~4  15~5  16~16  17~20  18~1  23~6)"
PTN--2010-95,2010-03-25,"Areas 3-10 except 7-1, 7-18 to 7-21, 7-27, 7-28 and 7-32",biotoxins,"areas 3~10 except 7~1  7~18, 7~19, 7~20, 7~21  7~27  7~28 and 7~32"
PTN--2010-96,2010-03-25,"SA  7-1, 7-18 to 7-21, 7-27, 7-28 and 7-32",biotoxins,"sa 7~1  7~18, 7~19, 7~20, 7~21  7~27  7~28 and 7~32"
PTN-2010-99,2010-04-01,"Area 23 except 23-3 to23-6 and 23-7 to 23-11, except that portion of 23-6 (Useless inlet)",biotoxins,"area 23 except 23~3 to23~6 and 23~7, 23~8, 23~9, 23~10, 23~11  except that portion of 23~6 (useless inlet)"
PTN-2011-1,2011-01-07,Areas 3 to 6,biotoxins,areas 
PTN-2011-10,2011-01-14,"Area 12, except SA 12-2 to 12-6, 12-8 to 12-11, 12-16 to 12-23, 12-26 and 12-35 to 12-39",biotoxins,"area 12  except sa 12~2, 12~3, 12~4, 12~5, 12~6  12~8, 12~9, 12~10, 12~11  12~16, 12~17, 12~18, 12~19, 12~20, 12~21, 12~22, 12~23  12~26 and 12~35, 12~36, 12~37, 12~38, 12~39"
PTN-2011-101,2011-03-21,"Area 26, except SA 26-2 to 26-5",biotoxins,"area 26  except sa 26~2, 26~3, 26~4, 26~5"
PTN-2011-102,2011-03-21,SA 26-2 to 26-5,biotoxins,"sa 26~2, 26~3, 26~4, 26~5"
PTN-2011-105,2011-04-01,"Area 3, except 3-1 to 3-5",biotoxins,"area 3  except 3~1, 3~2, 3~3, 3~4, 3~5"
PTN-2011-106,2011-04-01,Subareas 3-1 to 3-5,biotoxins,"subareas 3~1, 3~2, 3~3, 3~4, 3~5"
PTN-2011-107,2011-04-01,"Area 4, except 4-1 to 4-7, 4-9 and 4-14",biotoxins,"area 4  except 4~1, 4~2, 4~3, 4~4, 4~5, 4~6, 4~7  4~9 and 4~14"
PTN-2011-108,2011-04-01,"SUbareas 4-1 to 4-7, 4-9 and 4-14",biotoxins,"subareas 4~1, 4~2, 4~3, 4~4, 4~5, 4~6, 4~7  4~9 and 4~14"
PTN-2011-11,2011-01-14,"SA 12-2 to 12-6, 12-8 to 12-11, 12-16 to 12-23, 12-26 and 12-35 to 12-39",biotoxins,"sa 12~2, 12~3, 12~4, 12~5, 12~6  12~8, 12~9, 12~10, 12~11  12~16, 12~17, 12~18, 12~19, 12~20, 12~21, 12~22, 12~23  12~26 and 12~35, 12~36, 12~37, 12~38, 12~39"
PTN-2011-112,2011-04-19,"Area 24, except 24-2 to 24-5, 24-9, 24-10, 24-13 and 24-14",biotoxins,"area 24  except 24~2, 24~3, 24~4, 24~5  24~9  24~10  24~13 and 24~14"
PTN-2011-113,2011-04-19,"SA 24-2 TO 24-5, 24-9, 24-10, 24-13 AND 24-14",biotoxins,"sa 24~2, 24~3, 24~4, 24~5  24~9  24~10  24~13 and 24~14"
PTN-2011-115,2011-04-21,"Area 24, except 24-2 to 24-5, 24-9, 24-13 and 24-14",biotoxins,"area 24  except 24~2, 24~3, 24~4, 24~5  24~9  24~13 and 24~14"
PTN-2011-116,2011-04-21,"SA 24-2 TO 24-5, 24-9, 24-13 AND 24-14",biotoxins,"sa 24~2, 24~3, 24~4, 24~5  24~9  24~13 and 24~14"
PTN-2011-125,2011-05-18,"Area 25, except 25-1 to 25-8 and 25-15",biotoxins,"area 25  except 25~1, 25~2, 25~3, 25~4, 25~5, 25~6, 25~7, 25~8 and 25~15"
PTN-2011-126,2011-05-18,Subareas 25-1 to 25-8 and 25-15,biotoxins,"subareas 25~1, 25~2, 25~3, 25~4, 25~5, 25~6, 25~7, 25~8 and 25~15"
PTN-2011-13,2011-01-14,"SA 23-5, 23-6 and 23-8 to 23-11",biotoxins,"sa 23~5  23~6 and 23~8, 23~9, 23~10, 23~11"
PTN-2011-131,2011-05-20,"Area 25, except 25-1 to  25-16",biotoxins,"area 25  except 25~1, 25~2, 25~3, 25~4, 25~5, 25~6, 25~7, 25~8, 25~9, 25~10, 25~11, 25~12, 25~13, 25~14, 25~15, 25~16"
PTN-2011-132,2011-05-20,Subareas 25-1 to  25-16,biotoxins,"subareas 25~1, 25~2, 25~3, 25~4, 25~5, 25~6, 25~7, 25~8, 25~9, 25~10, 25~11, 25~12, 25~13, 25~14, 25~15, 25~16"
PTN-2011-135,2011-05-27,"Area 24, except 24-2 to 24-5, 24-9, 24-13 and 24-14",biotoxins,"area 24  except 24~2, 24~3, 24~4, 24~5  24~9  24~13 and 24~14"
PTN-2011-136,2011-05-27,"Subareas 24-2 to 24-5, 24-9, 24-13 and 24-14",biotoxins,"subareas 24~2, 24~3, 24~4, 24~5  24~9  24~13 and 24~14"
PTN-2011-137,2011-05-27,"Area 25, except 25-1 to  25-12, 25-15 and 25-16",biotoxins,"area 25  except 25~1, 25~2, 25~3, 25~4, 25~5, 25~6, 25~7, 25~8, 25~9, 25~10, 25~11, 25~12  25~15 and 25~16"
PTN-2011-138,2011-05-27,"Subareas 25-1 to  25-12, 25-15 and 25-16",biotoxins,"subareas 25~1, 25~2, 25~3, 25~4, 25~5, 25~6, 25~7, 25~8, 25~9, 25~10, 25~11, 25~12  25~15 and 25~16"
PTN-2011-14,2011-01-14,Area 27 except 27-8 to 27-11,biotoxins,"area 27 except 27~8, 27~9, 27~10, 27~11"
PTN-2011-140,2011-06-03,"Area 25, except 25-1 to 25-8, 25-15",biotoxins,"area 25  except 25~1, 25~2, 25~3, 25~4, 25~5, 25~6, 25~7, 25~8  25~15"
PTN-2011-141,2011-06-03,"Subareas 25-1 to 25-8, 25-15",biotoxins,"subareas 25~1, 25~2, 25~3, 25~4, 25~5, 25~6, 25~7, 25~8  25~15"
PTN-2011-144,2011-06-08,Area 15 except SA 15-2 to 15-5,biotoxins,"area 15 except sa 15~2, 15~3, 15~4, 15~5"
PTN-2011-146,2011-06-09,Area 15 except SA 15-1 to 15-5,biotoxins,"area 15 except sa 15~1, 15~2, 15~3, 15~4, 15~5"
PTN-2011-147,2011-06-09,"Area 13, except 13-1 to 13-11, 13-14, 13-15",biotoxins,"area 13  except 13~1, 13~2, 13~3, 13~4, 13~5, 13~6, 13~7, 13~8, 13~9, 13~10, 13~11  13~14  13~15"
PTN-2011-148,2011-06-08,"Areas 12 to 29, except 13-1 to 13-11,  13-14, 13-15, 14-5, 14-8 and 14-15, 15-4, 15-5, 16-16, 18-1, 23-4, 23-10 and a portion of 23-6",biotoxins,"areas   except 13~1, 13~2, 13~3, 13~4, 13~5, 13~6, 13~7, 13~8, 13~9, 13~10, 13~11  13~14  13~15  14~5  14~8 and 14~15  15~4  15~5  16~16  18~1  23~4  23~10 and a portion of 23~6"
PTN-2011-149,2011-06-09,"SA 17-9, 17-10, 17-12 TO 17-16, 17-21",biotoxins,"sa 17~9  17~10  17~12, 17~13, 17~14, 17~15, 17~16  17~21"
PTN-2011-15,2011-01-14,SA 27-8 to 27-11,biotoxins,"sa 27~8, 27~9, 27~10, 27~11"
PTN-2011-150,2011-06-10,"Area 15, except 15-1 to 15-4, portion 15-5",biotoxins,"area 15  except 15~1, 15~2, 15~3, 15~4  portion 15~5"
PTN-2011-152,2011-06-10,"Areas 12 to 29, except 13-1 to 13-11,  13-14, 13-15, 14-5, 14-8 and 14-15, 15-4,  portion 15-5, 16-16, 18-1, 23-4, 23-10 and a portion of 23-6",biotoxins,"areas   except 13~1, 13~2, 13~3, 13~4, 13~5, 13~6, 13~7, 13~8, 13~9, 13~10, 13~11  13~14  13~15  14~5  14~8 and 14~15  15~4  portion 15~5  16~16  18~1  23~4  23~10 and a portion of 23~6"
PTN-2011-154,2011-06-10,"SA 14-1 to 14-5, 14-7 to 14-11, 14-14 and 14-15",biotoxins,"sa 14~1, 14~2, 14~3, 14~4, 14~5  14~7, 14~8, 14~9, 14~10, 14~11  14~14 and 14~15"
PTN-2011-155,2011-06-10,"Areas 12 to 29, except Area 14 and 13-1 to 13-11,  13-14, 13-15, 15-4,  portion 15-5, 16-16, 18-1, 23-4, 23-10 and a portion of 23-6",biotoxins,"areas   except area 14 and 13~1, 13~2, 13~3, 13~4, 13~5, 13~6, 13~7, 13~8, 13~9, 13~10, 13~11  13~14  13~15  15~4  portion 15~5  16~16  18~1  23~4  23~10 and a portion of 23~6"
PTN-2011-156,2011-01-19,"Areas 13 to 29, except 17-6 and 17-8",biotoxins,areas   except 17~6 and 17~8
PTN-2011-157,2011-06-15,"Area 13, except 13-1 to 13-13, 13-15",biotoxins,"area 13  except 13~1, 13~2, 13~3, 13~4, 13~5, 13~6, 13~7, 13~8, 13~9, 13~10, 13~11, 13~12, 13~13  13~15"
PTN-2011-158,2011-06-15,"Areas 12 to 29, except Area 14 and 13-1 to 13-12, 13-15, 15-4,  portion 15-5, 16-16, 18-1, 23-4, 23-10 and a portion of 23-6",biotoxins,"areas   except area 14 and 13~1, 13~2, 13~3, 13~4, 13~5, 13~6, 13~7, 13~8, 13~9, 13~10, 13~11, 13~12  13~15  15~4  portion 15~5  16~16  18~1  23~4  23~10 and a portion of 23~6"
PTN-2011-159,2011-06-15,"SA 14-1 to 14-5, 14-7 to 14-11 and 14-15",biotoxins,"sa 14~1, 14~2, 14~3, 14~4, 14~5  14~7, 14~8, 14~9, 14~10, 14~11 and 14~15"
PTN-2011-160,2011-06-15,"SA 17-6, 17-9, 17-10, 17-12 TO 17-16, 17-21",biotoxins,"sa 17~6  17~9  17~10  17~12, 17~13, 17~14, 17~15, 17~16  17~21"
PTN-2011-161,2011-06-15,"Area 18, except 18-1 to 18-4, 18-9,",biotoxins,"area 18  except 18~1, 18~2, 18~3, 18~4  18~9 "
PTN-2011-164,2011-06-16,"Area 13, except 13-1 to 13-13",biotoxins,"area 13  except 13~1, 13~2, 13~3, 13~4, 13~5, 13~6, 13~7, 13~8, 13~9, 13~10, 13~11, 13~12, 13~13"
PTN-2011-165,2011-06-16,"Areas 12 to 29, except Area 14 and 13-1 to 13-12, 15-4,  portion 15-5, 16-16, 18-1, 23-4, 23-10 and a portion of 23-6",biotoxins,"areas   except area 14 and 13~1, 13~2, 13~3, 13~4, 13~5, 13~6, 13~7, 13~8, 13~9, 13~10, 13~11, 13~12  15~4  portion 15~5  16~16  18~1  23~4  23~10 and a portion of 23~6"
PTN-2011-166,2011-06-16,"Area 15, except 15-2 to 15-4, portion 15-5",biotoxins,"area 15  except 15~2, 15~3, 15~4  portion 15~5"
PTN-2011-168,2011-06-17,"Areas 12 to 29, except Area 14 and 13-1 to 13-12, 15-4,  portion 15-5, 16-16, 23-4, 23-10 and a portion of 23-6",biotoxins,"areas   except area 14 and 13~1, 13~2, 13~3, 13~4, 13~5, 13~6, 13~7, 13~8, 13~9, 13~10, 13~11, 13~12  15~4  portion 15~5  16~16  23~4  23~10 and a portion of 23~6"
PTN-2011-172,2011-06-22,"Area 25, except 25-1 to 25-8, 25-13 and 25-15",biotoxins,"area 25  except 25~1, 25~2, 25~3, 25~4, 25~5, 25~6, 25~7, 25~8  25~13 and 25~15"
PTN-2011-178,2011-06-22,"Area 16, except Subareas 16-1, 16-5 to 16-9, 16-11 to 16-13, 16-16 and 16-18 to 16-22",biotoxins,"area 16  except subareas 16~1  16~5, 16~6, 16~7, 16~8, 16~9  16~11, 16~12, 16~13  16~16 and 16~18, 16~19, 16~20, 16~21, 16~22"
PTN-2011-181,2011-06-30,"Area 13, except 13-1 to 13-13, 13-17",biotoxins,"area 13  except 13~1, 13~2, 13~3, 13~4, 13~5, 13~6, 13~7, 13~8, 13~9, 13~10, 13~11, 13~12, 13~13  13~17"
PTN-2011-182,2011-06-30,"Areas 12 to 29, except Area 14 and 13-1 to 13-12, 13-17 15-4,  portion 15-5, 16-16, 23-4, 23-10 and a portion of 23-6",biotoxins,"areas   except area 14 and 13~1, 13~2, 13~3, 13~4, 13~5, 13~6, 13~7, 13~8, 13~9, 13~10, 13~11, 13~12  13~17 15~4  portion 15~5  16~16  23~4  23~10 and a portion of 23~6"
PTN-2011-184,2011-06-30,"Area 16, except Subareas 16-5 to 16-9, 16-11 to 16-13, 16-16 and 16-18",biotoxins,"area 16  except subareas 16~5, 16~6, 16~7, 16~8, 16~9  16~11, 16~12, 16~13  16~16 and 16~18"
PTN-2011-185,2011-07-05,"SA 14-1 to 14-5, 14-7 to 14-10",biotoxins,"sa 14~1, 14~2, 14~3, 14~4, 14~5  14~7, 14~8, 14~9, 14~10"
PTN-2011-186,2011-07-06,"Area 25, except 25-1 to 25-8, 25-13 and 25-15",biotoxins,"area 25  except 25~1, 25~2, 25~3, 25~4, 25~5, 25~6, 25~7, 25~8  25~13 and 25~15"
PTN-2011-192,2011-07-07,"Area 13, except 13-1 to 13-13 and 13-15 to 13-15",biotoxins,"area 13  except 13~1, 13~2, 13~3, 13~4, 13~5, 13~6, 13~7, 13~8, 13~9, 13~10, 13~11, 13~12, 13~13 and 13~15 to 13~15"
PTN-2011-193,2011-07-07,"Areas 12 to 29, except  13-1 to 13-12, 13-16, 13-17 15-4,  portion 15-5, 16-16, 23-4, 23-10 and a portion of 23-6",biotoxins,"areas   except 13~1, 13~2, 13~3, 13~4, 13~5, 13~6, 13~7, 13~8, 13~9, 13~10, 13~11, 13~12  13~16  13~17 15~4  portion 15~5  16~16  23~4  23~10 and a portion of 23~6"
PTN-2011-195,2011-07-07,"Areas 13 to 29, except 14-11, 17-6 and 17-8",biotoxins,areas   except 14~11  17~6 and 17~8
PTN-2011-196,2011-07-11,"Area 13, except 13-1 to 13-14 and 13-15 to 13-15",biotoxins,"area 13  except 13~1, 13~2, 13~3, 13~4, 13~5, 13~6, 13~7, 13~8, 13~9, 13~10, 13~11, 13~12, 13~13, 13~14 and 13~15 to 13~15"
PTN-2011-197,2011-07-11,"Areas 12 to 29, except 13-1 to 13-12, 13-14, 13-16, 13-17, 14-15,  15-4,  portion 15-5, 16-16, 23-4, 23-10 and a portion of 23-6",biotoxins,"areas   except 13~1, 13~2, 13~3, 13~4, 13~5, 13~6, 13~7, 13~8, 13~9, 13~10, 13~11, 13~12  13~14  13~16  13~17  14~15  15~4  portion 15~5  16~16  23~4  23~10 and a portion of 23~6"
PTN-2011-199,2011-07-11,"SA 17-9, 17-10, 17-12 TO 17-16, 17-21",biotoxins,"sa 17~9  17~10  17~12, 17~13, 17~14, 17~15, 17~16  17~21"
PTN-2011-2,2011-01-07,"Area 12, except SA 12-2 to 12-6, 12-8, 12-17 to 12-23, 12-26 and 12-35 to 12-39",biotoxins,"area 12  except sa 12~2, 12~3, 12~4, 12~5, 12~6  12~8  12~17, 12~18, 12~19, 12~20, 12~21, 12~22, 12~23  12~26 and 12~35, 12~36, 12~37, 12~38, 12~39"
PTN-2011-20,2011-01-19,"Areas 13 to 29, except 14-7, 14-11, 17-6 and 17-8",biotoxins,areas   except 14~7  14~11  17~6 and 17~8
PTN-2011-200,2011-07-11,"Areas 13 to 29, except 14-11 and 17-8",biotoxins,areas   except 14~11 and 17~8
PTN-2011-204,2011-07-12,"SA 25-1 to 25-3, 25-6 to 25-8, 25-15",biotoxins,"sa 25~1, 25~2, 25~3  25~6, 25~7, 25~8  25~15"
PTN-2011-205,2011-07-12,SA 14-1 to 14-4,biotoxins,"sa 14~1, 14~2, 14~3, 14~4"
PTN-2011-206,2011-07-12,"Areas 12 to 29, except 13-1 to 13-12, 13-14, 13-16, 13-17, 14-5, 14-8, 14-15,  15-4,  portion 15-5, 16-16, 23-4, 23-10 and a portion of 23-6",biotoxins,"areas   except 13~1, 13~2, 13~3, 13~4, 13~5, 13~6, 13~7, 13~8, 13~9, 13~10, 13~11, 13~12  13~14  13~16  13~17  14~5  14~8  14~15  15~4  portion 15~5  16~16  23~4  23~10 and a portion of 23~6"
PTN-2011-208,2011-07-14,"Area 15, except 15-2 to 15-5",biotoxins,"area 15  except 15~2, 15~3, 15~4, 15~5"
PTN-2011-209,2011-07-14,"Areas 12 to 29, except 13-1 to 13-12, 13-14, 13-16, 13-17, 14-5, 14-8, 14-15,  15-4,  15-5, 16-16, 23-4, 23-10 and a portion of 23-6",biotoxins,"areas   except 13~1, 13~2, 13~3, 13~4, 13~5, 13~6, 13~7, 13~8, 13~9, 13~10, 13~11, 13~12  13~14  13~16  13~17  14~5  14~8  14~15  15~4  15~5  16~16  23~4  23~10 and a portion of 23~6"
PTN-2011-21,2011-01-19,"Areas 101 to 110, 130 and 142, except 106-2",biotoxins,areas   130 and 142  except 106~2
PTN-2011-210,2011-07-18,SA 14-1 to 14-4,biotoxins,"sa 14~1, 14~2, 14~3, 14~4"
PTN-2011-212,2011-07-18,"Areas 12 to 29, except 13-1 to 13-12, 13-14, 13-16, 13-17, 14-5, 14-8, 14-15,  15-4,  15-5, 16-16, 18-1, 23-4, 23-10 and a portion of 23-6",biotoxins,"areas   except 13~1, 13~2, 13~3, 13~4, 13~5, 13~6, 13~7, 13~8, 13~9, 13~10, 13~11, 13~12  13~14  13~16  13~17  14~5  14~8  14~15  15~4  15~5  16~16  18~1  23~4  23~10 and a portion of 23~6"
PTN-2011-215,2011-07-21,SA 14-1 to 14-4,biotoxins,"sa 14~1, 14~2, 14~3, 14~4"
PTN-2011-216,2011-07-21,"Area 15, except 15-1 to 15-5",biotoxins,"area 15  except 15~1, 15~2, 15~3, 15~4, 15~5"
PTN-2011-218,2011-07-22,"Area 23, except 23-3 to 23-5, ptn 23-6 and 23-7 to 23-11",biotoxins,"area 23  except 23~3, 23~4, 23~5  ptn 23~6 and 23~7, 23~8, 23~9, 23~10, 23~11"
PTN-2011-219,2011-07-22,"SA 23-3 to 23-5, ptn 23-6 and 23-7 to 23-11",biotoxins,"sa 23~3, 23~4, 23~5  ptn 23~6 and 23~7, 23~8, 23~9, 23~10, 23~11"
PTN-2011-221,2011-07-28,"Area 16, except Subareas 16-5 to 16-9, 16-11 to 16-13, 16-16 and 16-18 TO 21",biotoxins,"area 16  except subareas 16~5, 16~6, 16~7, 16~8, 16~9  16~11, 16~12, 16~13  16~16 and "
PTN-2011-222,2011-07-28,SA 16-19 to 16-21,biotoxins,"sa 16~19, 16~20, 16~21"
PTN-2011-224,2011-08-05,"Area 25, except 25-1 to 25-8 and 25-15",biotoxins,"area 25  except 25~1, 25~2, 25~3, 25~4, 25~5, 25~6, 25~7, 25~8 and 25~15"
PTN-2011-225,2011-08-05,SA 25-1 to 25-8 and 25-15,biotoxins,"sa 25~1, 25~2, 25~3, 25~4, 25~5, 25~6, 25~7, 25~8 and 25~15"
PTN-2011-226,2011-08-05,"SA 17-9, 17-10, 17-12 to 17-16, 17-18 to17-21",biotoxins,"sa 17~9  17~10  17~12, 17~13, 17~14, 17~15, 17~16  17~18 to17~21"
PTN-2011-227,2011-08-05,"Area 13, except 13-1 to 13-14, 13-16 and 13-17",biotoxins,"area 13  except 13~1, 13~2, 13~3, 13~4, 13~5, 13~6, 13~7, 13~8, 13~9, 13~10, 13~11, 13~12, 13~13, 13~14  13~16 and 13~17"
PTN-2011-229,2011-08-09,"Area 16, except Subareas 16-5 to 16-9, 16-11 to 16-13, 16-16 and 16-18 to 16-22",biotoxins,"area 16  except subareas 16~5, 16~6, 16~7, 16~8, 16~9  16~11, 16~12, 16~13  16~16 and 16~18, 16~19, 16~20, 16~21, 16~22"
PTN-2011-23,2011-01-19,"Areas 121, 123 to 127",biotoxins,areas 121  
PTN-2011-231,2011-08-10,"Area 16, except Subareas 16-1, 16-2, 16-5 to 16-9, 16-11 to 16-13, 16-16 to 16-22",biotoxins,"area 16  except subareas 16~1  16~2  16~5, 16~6, 16~7, 16~8, 16~9  16~11, 16~12, 16~13  16~16, 16~17, 16~18, 16~19, 16~20, 16~21, 16~22"
PTN-2011-233,2011-08-10,"16-5 TO 16-9, 16-11 TO 16-13 AND 16-16",biotoxins,"16~5, 16~6, 16~7, 16~8, 16~9  16~11, 16~12, 16~13 and 16~16"
PTN-2011-238,2011-08-23,"Area 24, except 24-2, 24-6 to 24-9",biotoxins,"area 24  except 24~2  24~6, 24~7, 24~8, 24~9"
PTN-2011-239,2011-08-23,"SA 24-2, 24-6 to 24-8",biotoxins,"sa 24~2  24~6, 24~7, 24~8"
PTN-2011-240,2011-08-24,"Area 13, except 13-1 to 13-17",biotoxins,"area 13  except 13~1, 13~2, 13~3, 13~4, 13~5, 13~6, 13~7, 13~8, 13~9, 13~10, 13~11, 13~12, 13~13, 13~14, 13~15, 13~16, 13~17"
PTN-2011-245,2011-08-31,"SA 17-9, 17-12 to 17-16, 17-18 to17-21",biotoxins,"sa 17~9  17~12, 17~13, 17~14, 17~15, 17~16  17~18 to17~21"
PTN-2011-252,2011-09-16,"Area 23, except 23-3, ptn 23-6 and 23-8 to 23-11",biotoxins,"area 23  except 23~3  ptn 23~6 and 23~8, 23~9, 23~10, 23~11"
PTN-2011-253,2011-09-16,"SA 23-3, ptn 23-6(Useless Inlet) and 23-8 to 23-11",biotoxins,"sa 23~3  ptn 23~6(useless inlet) and 23~8, 23~9, 23~10, 23~11"
PTN-2011-254,2011-09-16,"Areas 12 to 29, except 13-1 to 13-12, 13-14, 13-16, 13-17, 14-5, 14-8, 14-15,  15-4,  15-5, 16-16, 18-1, 23-10 and a portion of 23-6",biotoxins,"areas   except 13~1, 13~2, 13~3, 13~4, 13~5, 13~6, 13~7, 13~8, 13~9, 13~10, 13~11, 13~12  13~14  13~16  13~17  14~5  14~8  14~15  15~4  15~5  16~16  18~1  23~10 and a portion of 23~6"
PTN-2011-255,2011-09-22,"Area 25, except SA 25-1 to 25-8 and 25-15",biotoxins,"area 25  except sa 25~1, 25~2, 25~3, 25~4, 25~5, 25~6, 25~7, 25~8 and 25~15"
PTN-2011-256,2011-09-22,SA 25-1 to 25-8 and 25-15,biotoxins,"sa 25~1, 25~2, 25~3, 25~4, 25~5, 25~6, 25~7, 25~8 and 25~15"
PTN-2011-257,2011-09-22,SA 16-19 to 16-21,biotoxins,"sa 16~19, 16~20, 16~21"
PTN-2011-258,2011-09-30,"Area 5, except SA 5-10 to 5-13, 5-20 and 5-21",biotoxins,"area 5  except sa 5~10, 5~11, 5~12, 5~13  5~20 and 5~21"
PTN-2011-259,2011-09-30,"SA 5-10 to 5-13, 5-20 and 5-21",biotoxins,"sa 5~10, 5~11, 5~12, 5~13  5~20 and 5~21"
PTN-2011-263,2011-10-07,"Area 23, except 23-3, TO 23-5, ptn 23-6 and 23-7 to 23-11",biotoxins,"area 23  except 23~3  to 23~5  ptn 23~6 and 23~7, 23~8, 23~9, 23~10, 23~11"
PTN-2011-267,2011-10-11,"Areas 12 to 29, except 13-1 to 13-12, 13-14, 13-16, 13-17, 14-5, 14-8, 14-15,  15-4,  15-5, 16-16, 23-10 and a portion of 23-6",biotoxins,"areas   except 13~1, 13~2, 13~3, 13~4, 13~5, 13~6, 13~7, 13~8, 13~9, 13~10, 13~11, 13~12  13~14  13~16  13~17  14~5  14~8  14~15  15~4  15~5  16~16  23~10 and a portion of 23~6"
PTN-2011-268,2011-10-13,"SA 17-12 to 17-16, 17-18 to17-21",biotoxins,"sa 17~12, 17~13, 17~14, 17~15, 17~16  17~18 to17~21"
PTN-2011-271,2011-10-14,"Areas 101 to 110, 130 and 142, except 106-2",biotoxins,areas   130 and 142  except 106~2
PTN-2011-273,2011-10-14,SA 14-1 to 14-4,biotoxins,"sa 14~1, 14~2, 14~3, 14~4"
PTN-2011-274,2011-10-14,"SA 16-5 to 16-9, 16-11 to 16-13, 16-16, 16-19 to 16-22",biotoxins,"sa 16~5, 16~6, 16~7, 16~8, 16~9  16~11, 16~12, 16~13  16~16  16~19, 16~20, 16~21, 16~22"
PTN-2011-275,2011-10-14,SA 16-19 to 16-21,biotoxins,"sa 16~19, 16~20, 16~21"
PTN-2011-276,2011-10-14,"SA 17-10, 17-12 to 17-16, 17-18 to 11",biotoxins,"sa 17~10  17~12, 17~13, 17~14, 17~15, 17~16  "
PTN-2011-278,2011-10-14,SA 15-1 to 15-3 and 15-5,biotoxins,"sa 15~1, 15~2, 15~3 and 15~5"
PTN-2011-279,2011-10-14,"Areas 12 to 29, except 13-1 to 13-12, 13-14, 13-16, 13-17, 14-5, 14-8, 14-15, 15-5, 16-16, 23-10 and a portion of 23-6",biotoxins,"areas   except 13~1, 13~2, 13~3, 13~4, 13~5, 13~6, 13~7, 13~8, 13~9, 13~10, 13~11, 13~12  13~14  13~16  13~17  14~5  14~8  14~15  15~5  16~16  23~10 and a portion of 23~6"
PTN-2011-280,2011-10-14,Area 24 except 24-2 and 24-6 to 24-10,biotoxins,"area 24 except 24~2 and 24~6, 24~7, 24~8, 24~9, 24~10"
PTN-2011-283,2011-10-19,"Areas 13 to 29, except 14-11 and 17-8",biotoxins,areas   except 14~11 and 17~8
