Species.ID,Ecol.Imp.Score,Ecol.Imp.Docu,Ecol.Imp.Sources,Ecol.Imp.Text,Scope.Score,Scope.Docu,Scope.Distribution,Scope.Sources,Scope.Text,Inv.Potl.Score,Inv.Potl.Docu,Inv.Potl.Established,Inv.Potl.Sources,Inv.Potl.Text,Mgt.Diff.Score,Mgt.Diff.Docu,Mgt.Diff.Sources,Mgt.Diff.Text
734,4,COMP PR/RE,"Ref306, Ref307, Ref308","Increasingly recognized as having significant predatory impacts on macroinverebrates.
Microhabitat use by M. relicta was altered in the presence of G. tigrinus, and the presence of G. tigrinus facilitated fish predation on M. relicta. 
Second intermediate host to marine parasite; Metacercariae - Maritrema subdolum, and as a potential food source for other hosts, it becomes an additional link in the parasite cycle.",4,COMP PR/RE,Locally pervasive,Ref306,,3,COMP PR/RE,No,Ref305,Human assisted transport: ballast water and intentional stocking into German lakes and rivers for fish food. Localized migration from introduced locations.,4,COMP PR/RE,Ref306,No known controls in marine environment.
735,4,COMP PR/RE,Ref025,"A dominance shift from (native) F. vesiculosus to F. evanescens would thus be expected to affect species diversity and ecosystem processes in shallow coastal communities. This indicates that the invasion of a habitat forming species can be expected to have a considerable effect on marine coastal ecosystems, even in cases when the invader is seemingly similar to native species (Wikström, Kautsky 2003). Hybridizes with native species. Also there are some studies reffering that F. evanescens may accumulate Fe, Mn, Zn, Cu, Cd, and Ni in its thalluses. The mean concentrations of these elements in old specimens are 1.5-2 times greater than in the young ones (Malinovskaya 1997).",4,COMP PR/RE,Locally pervasive,Ref025,,3,COMP PR/RE,No,Ref025,"Spread quickly following initial invasion. Slowed after initial expansion, possibly due to competition from native species.",4,COMP PR/RE,Ref025,No known controls in marine environment.
736,4,COMP PR/RE,"Ref012, Ref073","In Argentina's Mar Chiquita Coastal Lagoon, large masses form round reefs up to 7 m in diameter and 0.5 m deep, scattered over hundreds of hectares.
In several places in Europe it has colonized waters heated by power plant discharges. In the Netherlands, masses have clogged and interfered with the operation of locks (Vaas 1978), and in New Zealand it has been a nuisance fouler of power plant intake pipes and recreational boat hulls (Forrest et al. 1997). However, it has also been suggested that large populations of may remove suspended particulate matter, reduce excess nutrient loads and improve oxygen levels in boat basins or enclosed waters with poor water quality (Eno et al. 1997).
As Keene (1980) and Davies, Stuart & Villiers (1989) have shown, the presence of large numbers in enclosed waters including marinas, where they would be considered a fouling nuisance, has had very beneficial effects on water quality, reducing suspended particulate loads and improving both the oxygen and nutrient status. Thomas & Thorp (1994) have also shown that a large population of F. enigmaticus can remove material from suspension and thus have a very beneficial effect on other benthic species within enclosed or semi-enclosed waters. However, abundant filter-feeders can also deplete phytoplanktonic resources and suspended particulate organic material which might otherwise be utilised by other, native, filter-feeders. Through production of faeces and psuedofaeces in large quanities they also concentrate contaminants from the water column and pass them into the sediment and hence up the food chain.",4,COMP PR/RE,Locally patchy,Ref073,,1,COMP PR/RE,No,Ref012,Its disjunct distribution suggests spread by remote dispersal of mobile adults (on ships' hulls and mollusk shells).,3,COMP PR/RE,Ref012,No known eradications from marine environment. Removed from bouys and ships' hulls by scraping.
773,4,COMP PR/RE,Ref035,"Increases erosion of soft banks and wetlands and contribute to levee collapses. May increase turbidity in surrounding waters. In San Francisco Bay, 90 cm of riverbank washed away in 9 mos, a 250% increase over normal erosion rates. The U.S. Army Corps of Engineers considers the burrowing isopod a signficant threat to salt marsh restoration.  Loss of wetlands reduces carbon storage and exacerbates global warming. Dock boring releases polystyrene (known neurotoxin and potential carcinogen) particles into surrounding waters causing pollution. 
Probably also introduced a smaller isopod - Iais californicus - that lives attached to S. quoyanum's underside.",4,COMP PR/RE,Locally pervasive,Ref035,,1,COMP PR/RE,No,Ref035,"Likely to continue to expand its range from current invaded areas, limited only by temperature (freezing waters). May travel to nearby bays on floating debris. Also potential for additional transport on boat hulls.",4,COMP PR/RE,Ref035,Research into sloping banks of salt marshes to reduce appeal to isopods.
775,3,COMP PR/RE,Ref035,"The May-July migration of adult Shad overlaps with that of Sockeye and Chinook Salmon. The less agile but more abundant  Shad block entrances to the Columbia River fish ladders, delaying salmon passage over dams. Other impacts of Shad on native communities are not well known; however, the presence of millions of Shad may change food-web interactions. The diet of juvenile Shad may overlap with that of the native Salmon species in the estuary, and the abundance of  young Shad greatly increases the prey available to larger predator species.",4,COMP PR/RE,Locally pervasive,Ref035,,1,COMP PR/RE,No,Ref035,Low potential for migration into nearby lakes and rivers from introduced areas.,4,COMP PR/RE,Ref035,No known controls in aquatic environment.
782,3,COMP PR/RE,Ref035,"True bass prey on small fish and are often blamed for the decline of small native fish throughout their native range. Juvenile salmon have been found in the stomachs of Striped Bass; however the impact of this predation is unknown.
Known to carry parasites - helminths.",4,COMP PR/RE,Locally patchy,Ref039,,3,COMP PR/RE,No,Ref035,"Potential for additional translocations by anglers, or downstream migrations from introduced areas.",4,COMP PR/RE,Ref035,No known eradication controls in aquatic environments.
787,3,COMP PR/RE,Ref039,"Known to have caused ciguatera poisoning in French Polynesia and elsewhere in the Indo-Pacific region, some have also been reported from Hawaii.",4,COMP PR/RE,Locally patchy,Ref039,,1,COMP PR/RE,No,Ref039,,4,COMP PR/RE,Ref039,Established. No known controls in marine environment.
788,1,COMP PR/RE,Ref059,"Known to be associated with symbiotic microorganisms that reside in its digestive tract. These microorganisms, named Epulopiscium fishelsoni, were thought to be eukaryotic protists at first, but later they were determined to be unusually large bacteria.
The sharp spine on the peduncle has the capability of inflicting deep, painful wounds to a person trying to grasp one of these fish live. Also, in the larval stage, fish of this species have venomous second dorsal, second anal, and pelvic spines. This venom is lost during transformation to the juvenile stage. Furthermore, this species is ciguatoxic and can be poisonous to humans if eaten. Finally, the mycobacterioses carried by Z. veliferum are potential zoonoses that can cause skin infections and lesions in humans. (Halstead, 1978; Prearo et al., 2004; Randall, 2005)",4,COMP PR/RE,Locally patchy,Ref059,,1,COMP PR/RE,No,Ref059,"Dispersing larval stage responsible for broad geographical distribution.
Potential for human assisted dispersal in ballast",4,COMP PR/RE,Ref059,No known controls in aquatic environment.
789,1,COMP PR/RE,Ref012,It can possibly be a nuisance as a fouling organism.,4,COMP PR/RE,Locally patchy,Ref012,,1,COMP PR/RE,No,"Ref012, Ref005","Human assisted transport and release. Local colonisation is achieved by fission, and remote spread through transport on ships' hulls. Haliplanella lineata seems to be associated almost exclusively with mussels or oysters, even on ships' hulls (Gollasch & Riemann-Zürneck 1996).
Shows extreme tolerance towards abiotic factors, e.g. salinity, temperature, (Gollasch & Riemann-Zürneck 1996), which undoubtedly has contributed to its success as an invading species.",3,COMP PR/RE,"Ref012, Ref005",Hull cleaning to keep from spreading. Monitoring commercial oyster shipments.
790,2,COMP PR/RE,Ref012,It is a fouling organism. Nelson & Stauber (1940) reported that Hydroides dianthus may kill young oysters (Crassostrea virginica) by overgrowing them in its native area of eastern North America. It is also the host of certain nematode stages in eastern North America.,4,COMP PR/RE,Regionally patchy,Ref012,,2,COMP PR/RE,No,Ref012,"Expected to spread widely from newly introduced range. Not limited by temperature restrictions.
Competition with other filter-feeders, particularly H. ezoensis, may influence its spread within Southampton Water.
Transported accidently by humans: hull fouling, larvae in ballast water, with C. virginica in commercial oyster shipments.",4,COMP PR/RE,Ref012,No known controls in aquatic environment. Ship hull cleaning to prevent additional spread. Can be removed by scraping of buoys and ships' hulls.
791,1,COMP PR/RE,Ref012,Presumably displaced native species at times since it was reported dominant in the Plymouth area in 1973; it has since 'settled down' to a minor constituent of the plankton (Boalch & Harbour 1977b; Boalch 1987; Wallentinus in press).,4,PR,Regionally patchy,Ref012,"Reported from Baltic. Sporadically reported in English Channel & southern North Sea, but it may have more or less disappeared since these reports were received (Wallentinus in press; Smayda 1990; International Council for the Exlporation of the Sea 1983).",2,PR,Unknown,"Ref012, Ref118","If spread in ships ballast, there is potential for continued introductions as the English Channel is major shipping area. May spread on ocean currents.",4,PR,Ref012,No controls in aquatic environment.
792,4,COMP PR/RE,Ref074,"Cellulose is a major component of the tunic. Since few marine species can digest cellulose, tunicate populations are often not controlled by predation. Some tunicates also produce toxins, which further deter predators as well as limiting settling and growth of other species on the tunicates.  Successful colonizer of gravel and rocky bottoms thought to be important to Georges Bank's highly productive fisheries, and sea scallops.",4,COMP PR/RE,Locally pervasive,Ref074,"Found in New England, California, and now Washington State (USA).",3,COMP PR/RE,No,Ref074,"An aggressive invader. Potential for additional translocations on ships hulls, fouling communities or ballast water. Pieces can break off and drift in the current to relocate and start new colonies.",4,COMP PR/RE,Ref074,"Chlorine tablet treatments being tested, but not practical to attempt on large established infestations."
